"Step","resilient-blaze-9 - step_crash","resilient-blaze-9 - step_crash__MIN","resilient-blaze-9 - step_crash__MAX"
"14564","0","0","0"
"14566","0","0","0"
"14570","0","0","0"
"14574","0","0","0"
"14580","0","0","0"
"14582","0","0","0"
"14590","0","0","0"
"14592","0","0","0"
"14594","0","0","0"
"14596","0","0","0"
"14600","0","0","0"
"14604","0","0","0"
"14606","0","0","0"
"14610","1","1","1"
"14612","0","0","0"
"14614","0","0","0"
"14616","0","0","0"
"14622","0","0","0"
"14626","0","0","0"
"14628","0","0","0"
"14630","0","0","0"
"14632","0","0","0"
"14634","0","0","0"
"14636","0","0","0"
"14638","0","0","0"
"14642","0","0","0"
"14644","0","0","0"
"14646","0","0","0"
"14648","0","0","0"
"14650","0","0","0"
"14652","0","0","0"
"14656","0","0","0"
"14658","0","0","0"
"14660","0","0","0"
"14664","0","0","0"
"14666","0","0","0"
"14670","0","0","0"
"14672","0","0","0"
"14674","0","0","0"
"14678","0","0","0"
"14684","0","0","0"
"14690","0","0","0"
"14692","0","0","0"
"14694","0","0","0"
"14696","0","0","0"
"14704","1","1","1"
"14706","0","0","0"
"14708","0","0","0"
"14712","0","0","0"
"14718","0","0","0"
"14722","0","0","0"
"14724","0","0","0"
"14726","0","0","0"
"14734","0","0","0"
"14736","0","0","0"
"14738","0","0","0"
"14740","0","0","0"
"14742","0","0","0"
"14746","0","0","0"
"14748","0","0","0"
"14750","0","0","0"
"14754","0","0","0"
"14764","0","0","0"
"14766","0","0","0"
"14774","0","0","0"
"14776","0","0","0"
"14780","0","0","0"
"14784","0","0","0"
"14790","0","0","0"
"14798","0","0","0"
"14800","0","0","0"
"14812","0","0","0"
"14816","0","0","0"
"14818","0","0","0"
"14820","0","0","0"
"14828","0","0","0"
"14830","0","0","0"
"14836","0","0","0"
"14840","0","0","0"
"14842","0","0","0"
"14844","0","0","0"
"14846","0","0","0"
"14848","0","0","0"
"14850","0","0","0"
"14852","0","0","0"
"14854","0","0","0"
"14856","0","0","0"
"14862","0","0","0"
"14866","0","0","0"
"14870","0","0","0"
"14872","0","0","0"
"14874","0","0","0"
"14876","0","0","0"
"14880","0","0","0"
"14882","0","0","0"
"14884","1","1","1"
"14886","0","0","0"
"14888","0","0","0"
"14890","1","1","1"
"14894","0","0","0"
"14896","0","0","0"
"14898","0","0","0"
"14900","0","0","0"
"14902","0","0","0"
"14906","0","0","0"
"14912","0","0","0"
"14914","0","0","0"
"14922","0","0","0"
"14924","0","0","0"
"14926","0","0","0"
"14928","0","0","0"
"14932","0","0","0"
"14934","0","0","0"
"14940","0","0","0"
"14944","0","0","0"
"14948","0","0","0"
"14954","0","0","0"
"14956","0","0","0"
"14962","0","0","0"
"14968","0","0","0"
"14970","0","0","0"
"14980","0","0","0"
"14986","0","0","0"
"14990","0","0","0"
"14992","0","0","0"
"14994","0","0","0"
"14998","0","0","0"
"15000","0","0","0"
"15014","0","0","0"
"15016","0","0","0"
"15018","0","0","0"
"15024","0","0","0"
"15026","0","0","0"
"15028","0","0","0"
"15030","0","0","0"
"15034","0","0","0"
"15036","0","0","0"
"15040","0","0","0"
"15044","0","0","0"
"15052","0","0","0"
"15054","0","0","0"
"15056","0","0","0"
"15058","0","0","0"
"15062","0","0","0"
"15066","0","0","0"
"15068","0","0","0"
"15078","0","0","0"
"15080","0","0","0"
"15084","0","0","0"
"15088","0","0","0"
"15096","0","0","0"
"15098","0","0","0"
"15102","0","0","0"
"15106","0","0","0"
"15110","0","0","0"
"15112","0","0","0"
"15114","0","0","0"
"15116","0","0","0"
"15118","0","0","0"
"15120","0","0","0"
"15126","0","0","0"
"15130","0","0","0"
"15132","0","0","0"
"15138","0","0","0"
"15140","0","0","0"
"15144","0","0","0"
"15158","0","0","0"
"15164","0","0","0"
"15174","0","0","0"
"15176","0","0","0"
"15178","0","0","0"
"15188","0","0","0"
"15192","0","0","0"
"15194","0","0","0"
"15196","0","0","0"
"15198","0","0","0"
"15212","0","0","0"
"15214","0","0","0"
"15222","0","0","0"
"15224","0","0","0"
"15228","0","0","0"
"15230","0","0","0"
"15238","0","0","0"
"15246","0","0","0"
"15252","0","0","0"
"15258","0","0","0"
"15260","0","0","0"
"15266","0","0","0"
"15268","0","0","0"
"15278","1","1","1"
"15286","0","0","0"
"15290","0","0","0"
"15292","0","0","0"
"15302","0","0","0"
"15310","0","0","0"
"15312","0","0","0"
"15314","0","0","0"
"15322","0","0","0"
"15324","0","0","0"
"15328","0","0","0"
"15330","0","0","0"
"15332","0","0","0"
"15338","0","0","0"
"15340","0","0","0"
"15344","0","0","0"
"15346","0","0","0"
"15348","0","0","0"
"15354","0","0","0"
"15356","0","0","0"
"15358","0","0","0"
"15360","0","0","0"
"15364","0","0","0"
"15366","0","0","0"
"15368","0","0","0"
"15372","0","0","0"
"15376","0","0","0"
"15378","0","0","0"
"15380","0","0","0"
"15382","0","0","0"
"15386","0","0","0"
"15390","0","0","0"
"15392","0","0","0"
"15394","0","0","0"
"15396","1","1","1"
"15406","0","0","0"
"15408","0","0","0"
"15420","0","0","0"
"15426","0","0","0"
"15428","0","0","0"
"15430","0","0","0"
"15432","0","0","0"
"15436","0","0","0"
"15438","0","0","0"
"15440","0","0","0"
"15444","0","0","0"
"15446","0","0","0"
"15448","0","0","0"
"15456","0","0","0"
"15460","0","0","0"
"15464","0","0","0"
"15466","0","0","0"
"15472","0","0","0"
"15476","0","0","0"
"15486","0","0","0"
"15492","0","0","0"
"15496","0","0","0"
"15498","0","0","0"
"15500","0","0","0"
"15502","0","0","0"
"15504","0","0","0"
"15512","0","0","0"
"15514","0","0","0"
"15516","0","0","0"
"15518","0","0","0"
"15520","0","0","0"
"15522","0","0","0"
"15532","0","0","0"
"15534","0","0","0"
"15538","0","0","0"
"15540","0","0","0"
"15542","0","0","0"
"15544","0","0","0"
"15546","0","0","0"
"15550","0","0","0"
"15552","0","0","0"
"15556","0","0","0"
"15558","0","0","0"
"15564","0","0","0"
"15574","0","0","0"
"15586","0","0","0"
"15588","0","0","0"
"15592","0","0","0"
"15594","0","0","0"
"15596","0","0","0"
"15598","0","0","0"
"15600","0","0","0"
"15608","0","0","0"
"15610","0","0","0"
"15612","0","0","0"
"15622","0","0","0"
"15626","0","0","0"
"15628","0","0","0"
"15630","0","0","0"
"15634","0","0","0"
"15636","0","0","0"
"15638","0","0","0"
"15640","0","0","0"
"15642","0","0","0"
"15648","0","0","0"
"15650","0","0","0"
"15652","0","0","0"
"15654","0","0","0"
"15660","0","0","0"
"15664","0","0","0"
"15674","0","0","0"
"15676","0","0","0"
"15678","0","0","0"
"15680","0","0","0"
"15682","0","0","0"
"15684","0","0","0"
"15686","0","0","0"
"15694","0","0","0"
"15698","0","0","0"
"15700","0","0","0"
"15706","0","0","0"
"15710","0","0","0"
"15712","0","0","0"
"15714","0","0","0"
"15716","1","1","1"
"15720","0","0","0"
"15722","0","0","0"
"15726","0","0","0"
"15744","0","0","0"
"15748","0","0","0"
"15750","0","0","0"
"15752","0","0","0"
"15754","0","0","0"
"15762","0","0","0"
"15764","0","0","0"
"15770","0","0","0"
"15774","1","1","1"
"15794","0","0","0"
"15798","0","0","0"
"15802","0","0","0"
"15808","0","0","0"
"15812","0","0","0"
"15814","0","0","0"
"15836","1","1","1"
"15848","0","0","0"
"15850","0","0","0"
"15858","1","1","1"
"15862","0","0","0"
"15864","1","1","1"
"15866","0","0","0"
"15870","0","0","0"
"15872","0","0","0"
"15876","0","0","0"
"15878","0","0","0"
"15886","0","0","0"
"15892","0","0","0"
"15894","0","0","0"
"15896","0","0","0"
"15902","0","0","0"
"15904","0","0","0"
"15906","0","0","0"
"15910","0","0","0"
"15912","0","0","0"
"15916","0","0","0"
"15918","1","1","1"
"15920","0","0","0"
"15922","0","0","0"
"15924","0","0","0"
"15926","0","0","0"
"15930","0","0","0"
"15938","0","0","0"
"15940","0","0","0"
"15942","0","0","0"
"15948","0","0","0"
"15950","0","0","0"
"15956","0","0","0"
"15958","0","0","0"
"15960","0","0","0"
"15966","0","0","0"
"15970","0","0","0"
"15972","0","0","0"
"15978","0","0","0"
"15982","0","0","0"
"15984","0","0","0"
"15986","0","0","0"
"15988","0","0","0"
"15990","0","0","0"
"15992","0","0","0"
"15994","0","0","0"
"16002","0","0","0"
"16008","1","1","1"
"16010","0","0","0"
"16014","0","0","0"
"16018","0","0","0"
"16024","0","0","0"
"16028","0","0","0"
"16032","0","0","0"
"16034","0","0","0"
"16036","0","0","0"
"16038","0","0","0"
"16040","0","0","0"
"16042","0","0","0"
"16048","0","0","0"
"16050","0","0","0"
"16052","0","0","0"
"16054","0","0","0"
"16056","0","0","0"
"16066","0","0","0"
"16068","0","0","0"
"16072","0","0","0"
"16076","0","0","0"
"16086","0","0","0"
"16090","0","0","0"
"16092","0","0","0"
"16098","0","0","0"
"16102","0","0","0"
"16104","0","0","0"
"16110","0","0","0"
"16112","0","0","0"
"16114","0","0","0"
"16128","0","0","0"
"16130","1","1","1"
"16136","0","0","0"
"16138","0","0","0"
"16142","0","0","0"
"16146","0","0","0"
"16150","0","0","0"
"16152","0","0","0"
"16154","0","0","0"
"16156","0","0","0"
"16160","0","0","0"
"16162","0","0","0"
"16164","0","0","0"
"16170","0","0","0"
"16172","0","0","0"
"16174","0","0","0"
"16180","0","0","0"
"16184","0","0","0"
"16188","0","0","0"
"16190","0","0","0"
"16194","0","0","0"
"16196","0","0","0"
"16198","0","0","0"
"16200","0","0","0"
"16204","0","0","0"
"16212","0","0","0"
"16216","0","0","0"
"16218","0","0","0"
"16226","0","0","0"
"16246","0","0","0"
"16248","0","0","0"
"16250","0","0","0"
"16252","0","0","0"
"16254","0","0","0"
"16256","0","0","0"
"16258","0","0","0"
"16262","0","0","0"
"16266","0","0","0"
"16268","0","0","0"
"16278","0","0","0"
"16282","0","0","0"
"16296","0","0","0"
"16302","0","0","0"
"16310","0","0","0"
"16312","0","0","0"
"16314","0","0","0"
"16316","0","0","0"
"16318","0","0","0"
"16324","0","0","0"
"16330","0","0","0"
"16334","0","0","0"
"16338","0","0","0"
"16340","0","0","0"
"16344","0","0","0"
"16346","0","0","0"
"16348","0","0","0"
"16350","0","0","0"
"16354","0","0","0"
"16362","0","0","0"
"16366","0","0","0"
"16372","0","0","0"
"16378","0","0","0"
"16380","0","0","0"
"16392","0","0","0"
"16394","0","0","0"
"16398","0","0","0"
"16402","1","1","1"
"16410","0","0","0"
"16412","0","0","0"
"16414","0","0","0"
"16416","0","0","0"
"16418","0","0","0"
"16424","0","0","0"
"16428","0","0","0"
"16436","0","0","0"
"16440","0","0","0"
"16442","0","0","0"
"16446","1","1","1"
"16448","0","0","0"
"16452","0","0","0"
"16454","0","0","0"
"16460","0","0","0"
"16468","0","0","0"
"16472","0","0","0"
"16474","0","0","0"
"16476","0","0","0"
"16478","0","0","0"
"16480","0","0","0"
"16484","0","0","0"
"16492","0","0","0"
"16496","0","0","0"
"16498","0","0","0"
"16500","0","0","0"
"16510","0","0","0"
"16518","0","0","0"
"16522","0","0","0"
"16524","1","1","1"
"16526","0","0","0"
"16528","0","0","0"
"16532","0","0","0"
"16534","0","0","0"
"16538","0","0","0"
"16542","0","0","0"
"16544","0","0","0"
"16546","0","0","0"
"16552","0","0","0"
"16556","0","0","0"
"16558","0","0","0"
"16566","0","0","0"
"16570","0","0","0"
"16574","0","0","0"
"16576","0","0","0"
"16578","0","0","0"
"16580","0","0","0"
"16586","0","0","0"
"16588","0","0","0"
"16590","0","0","0"
"16592","0","0","0"
"16594","0","0","0"
"16596","0","0","0"
"16598","0","0","0"
"16600","0","0","0"
"16606","0","0","0"
"16610","0","0","0"
"16614","0","0","0"
"16618","0","0","0"
"16620","0","0","0"
"16622","0","0","0"
"16626","0","0","0"
"16628","0","0","0"
"16630","0","0","0"
"16634","0","0","0"
"16642","0","0","0"
"16664","0","0","0"
"16666","0","0","0"
"16682","1","1","1"
"16686","0","0","0"
"16698","0","0","0"
"16704","0","0","0"
"16708","0","0","0"
"16710","1","1","1"
"16716","0","0","0"
"16718","0","0","0"
"16722","0","0","0"
"16726","0","0","0"
"16728","0","0","0"
"16730","0","0","0"
"16736","0","0","0"
"16740","0","0","0"
"16748","0","0","0"
"16750","0","0","0"
"16752","0","0","0"
"16754","0","0","0"
"16758","0","0","0"
"16760","0","0","0"
"16762","0","0","0"
"16764","0","0","0"
"16766","0","0","0"
"16768","1","1","1"
"16770","0","0","0"
"16772","1","1","1"
"16778","0","0","0"
"16780","0","0","0"
"16782","0","0","0"
"16792","0","0","0"
"16796","0","0","0"
"16800","0","0","0"
"16804","0","0","0"
"16806","0","0","0"
"16810","0","0","0"
"16812","0","0","0"
"16822","0","0","0"
"16828","0","0","0"
"16830","0","0","0"
"16832","0","0","0"
"16840","0","0","0"
"16846","0","0","0"
"16848","0","0","0"
"16852","0","0","0"
"16854","0","0","0"
"16858","0","0","0"
"16862","0","0","0"
"16868","0","0","0"
"16870","0","0","0"
"16872","0","0","0"
"16874","0","0","0"
"16876","0","0","0"
"16878","0","0","0"
"16882","0","0","0"
"16884","0","0","0"
"16886","0","0","0"
"16888","0","0","0"
"16892","0","0","0"
"16894","0","0","0"
"16896","0","0","0"
"16900","0","0","0"
"16906","0","0","0"
"16908","0","0","0"
"16914","0","0","0"
"16916","0","0","0"
"16918","0","0","0"
"16922","0","0","0"
"16926","0","0","0"
"16930","0","0","0"
"16932","0","0","0"
"16942","0","0","0"
"16950","0","0","0"
"16952","0","0","0"
"16954","0","0","0"
"16958","0","0","0"
"16960","0","0","0"
"16962","0","0","0"
"16966","0","0","0"
"16968","0","0","0"
"16976","0","0","0"
"16982","0","0","0"
"16984","0","0","0"
"16986","0","0","0"
"16988","0","0","0"
"16998","0","0","0"
"17000","0","0","0"
"17002","0","0","0"
"17004","0","0","0"
"17006","0","0","0"
"17010","0","0","0"
"17016","0","0","0"
"17022","0","0","0"
"17024","0","0","0"
"17038","0","0","0"
"17040","0","0","0"
"17044","0","0","0"
"17046","0","0","0"
"17048","0","0","0"
"17050","0","0","0"
"17052","0","0","0"
"17054","0","0","0"
"17064","0","0","0"
"17066","0","0","0"
"17068","0","0","0"
"17070","0","0","0"
"17074","0","0","0"
"17078","0","0","0"
"17080","0","0","0"
"17084","0","0","0"
"17088","0","0","0"
"17100","0","0","0"
"17110","0","0","0"
"17114","0","0","0"
"17116","0","0","0"
"17122","0","0","0"
"17128","0","0","0"
"17130","0","0","0"
"17132","0","0","0"
"17134","0","0","0"
"17136","0","0","0"
"17144","0","0","0"
"17146","0","0","0"
"17148","0","0","0"
"17150","0","0","0"
"17152","0","0","0"
"17158","0","0","0"
"17170","0","0","0"
"17176","0","0","0"
"17180","0","0","0"
"17186","1","1","1"
"17188","0","0","0"
"17192","0","0","0"
"17194","0","0","0"
"17198","0","0","0"
"17200","0","0","0"
"17202","0","0","0"
"17208","0","0","0"
"17212","0","0","0"
"17214","1","1","1"
"17216","0","0","0"
"17218","0","0","0"
"17220","0","0","0"
"17222","0","0","0"
"17232","0","0","0"
"17234","0","0","0"
"17242","0","0","0"
"17244","0","0","0"
"17246","0","0","0"
"17248","0","0","0"
"17254","0","0","0"
"17256","0","0","0"
"17258","0","0","0"
"17264","0","0","0"
"17270","0","0","0"
"17276","0","0","0"
"17278","0","0","0"
"17280","0","0","0"
"17282","0","0","0"
"17284","0","0","0"
"17290","0","0","0"
"17296","0","0","0"
"17298","0","0","0"
"17302","0","0","0"
"17314","0","0","0"
"17328","0","0","0"
"17330","0","0","0"
"17334","0","0","0"
"17340","0","0","0"
"17346","0","0","0"
"17348","0","0","0"
"17358","0","0","0"
"17362","0","0","0"
"17368","0","0","0"
"17372","1","1","1"
"17380","0","0","0"
"17382","0","0","0"
"17386","0","0","0"
"17388","1","1","1"
"17390","0","0","0"
"17392","0","0","0"
"17394","0","0","0"
"17396","0","0","0"
"17398","0","0","0"
"17400","0","0","0"
"17406","0","0","0"
"17408","0","0","0"
"17410","0","0","0"
"17414","0","0","0"
"17418","0","0","0"
"17422","0","0","0"
"17424","0","0","0"
"17426","0","0","0"
"17430","0","0","0"
"17432","0","0","0"
"17434","0","0","0"
"17440","0","0","0"
"17444","0","0","0"
"17446","0","0","0"
"17448","0","0","0"
"17450","1","1","1"
"17454","0","0","0"
"17460","1","1","1"
"17462","0","0","0"
"17464","0","0","0"
"17480","0","0","0"
"17482","0","0","0"
"17486","0","0","0"
"17492","0","0","0"
"17498","0","0","0"
"17500","0","0","0"
"17504","0","0","0"
"17506","0","0","0"
"17508","0","0","0"
"17512","1","1","1"
"17514","0","0","0"
"17516","0","0","0"
"17522","0","0","0"
"17524","0","0","0"
"17526","0","0","0"
"17540","0","0","0"
"17542","0","0","0"
"17548","0","0","0"
"17550","0","0","0"
"17552","0","0","0"
"17554","0","0","0"
"17556","0","0","0"
"17558","0","0","0"
"17560","0","0","0"
"17564","0","0","0"
"17566","0","0","0"
"17568","0","0","0"
"17572","0","0","0"
"17580","0","0","0"
"17584","0","0","0"
"17586","0","0","0"
"17588","0","0","0"
"17596","0","0","0"
"17598","0","0","0"
"17600","0","0","0"
"17604","0","0","0"
"17606","0","0","0"
"17608","0","0","0"
"17612","0","0","0"
"17614","0","0","0"
"17616","0","0","0"
"17618","0","0","0"
"17620","0","0","0"
"17624","0","0","0"
"17626","0","0","0"
"17628","0","0","0"
"17630","0","0","0"
"17634","0","0","0"
"17636","0","0","0"
"17638","0","0","0"
"17640","0","0","0"
"17644","0","0","0"
"17646","1","1","1"
"17648","0","0","0"
"17652","0","0","0"
"17656","0","0","0"
"17658","0","0","0"
"17668","0","0","0"
"17670","0","0","0"
"17672","0","0","0"
"17676","0","0","0"
"17678","0","0","0"
"17680","0","0","0"
"17698","0","0","0"
"17704","0","0","0"
"17706","0","0","0"
"17708","0","0","0"
"17710","0","0","0"
"17716","0","0","0"
"17718","0","0","0"
"17720","0","0","0"
"17722","0","0","0"
"17724","0","0","0"
"17728","0","0","0"
"17730","0","0","0"
"17732","0","0","0"
"17734","0","0","0"
"17736","0","0","0"
"17740","1","1","1"
"17742","0","0","0"
"17748","0","0","0"
"17750","0","0","0"
"17752","1","1","1"
"17754","0","0","0"
"17756","0","0","0"
"17758","0","0","0"
"17762","0","0","0"
"17766","0","0","0"
"17768","0","0","0"
"17770","0","0","0"
"17772","0","0","0"
"17774","0","0","0"
"17776","0","0","0"
"17780","0","0","0"
"17782","0","0","0"
"17784","0","0","0"
"17790","0","0","0"
"17792","0","0","0"
"17794","0","0","0"
"17798","0","0","0"
"17804","0","0","0"
"17808","0","0","0"
"17810","0","0","0"
"17814","0","0","0"
"17816","0","0","0"
"17818","0","0","0"
"17820","0","0","0"
"17822","0","0","0"
"17824","0","0","0"
"17826","0","0","0"
"17830","0","0","0"
"17832","0","0","0"
"17834","0","0","0"
"17840","0","0","0"
"17842","0","0","0"
"17848","0","0","0"
"17850","0","0","0"
"17856","0","0","0"
"17868","0","0","0"
"17874","0","0","0"
"17876","1","1","1"
"17880","0","0","0"
"17882","0","0","0"
"17884","0","0","0"
"17888","0","0","0"
"17890","0","0","0"
"17892","0","0","0"
"17894","0","0","0"
"17900","0","0","0"
"17910","0","0","0"
"17914","0","0","0"
"17922","0","0","0"
"17926","1","1","1"
"17928","0","0","0"
"17934","0","0","0"
"17940","0","0","0"
"17946","0","0","0"
"17950","0","0","0"
"17952","0","0","0"
"17954","0","0","0"
"17956","0","0","0"
"17958","0","0","0"
"17964","0","0","0"
"17966","0","0","0"
"17974","0","0","0"
"17976","0","0","0"
"17990","0","0","0"
"17992","0","0","0"
"17996","0","0","0"
"17998","0","0","0"
"18002","0","0","0"
"18004","0","0","0"
"18008","0","0","0"
"18014","0","0","0"
"18016","0","0","0"
"18018","0","0","0"
"18024","0","0","0"
"18026","0","0","0"
"18030","0","0","0"
"18032","0","0","0"
"18036","0","0","0"
"18042","0","0","0"
"18046","0","0","0"
"18048","0","0","0"
"18052","0","0","0"
"18054","0","0","0"
"18056","1","1","1"
"18066","0","0","0"
"18070","0","0","0"
"18074","0","0","0"
"18076","0","0","0"
"18078","0","0","0"
"18086","0","0","0"
"18090","0","0","0"
"18092","0","0","0"
"18094","0","0","0"
"18098","0","0","0"
"18102","0","0","0"
"18106","0","0","0"
"18108","0","0","0"
"18110","0","0","0"
"18114","0","0","0"
"18118","0","0","0"
"18120","0","0","0"
"18124","0","0","0"
"18132","0","0","0"
"18134","0","0","0"
"18136","0","0","0"
"18138","0","0","0"
"18140","0","0","0"
"18142","0","0","0"
"18146","0","0","0"
"18150","0","0","0"
"18154","0","0","0"
"18160","0","0","0"
"18164","0","0","0"
"18166","0","0","0"
"18168","0","0","0"
"18170","0","0","0"
"18172","0","0","0"
"18174","0","0","0"
"18180","0","0","0"
"18182","0","0","0"
"18186","0","0","0"
"18188","0","0","0"
"18190","0","0","0"
"18194","0","0","0"
"18198","0","0","0"
"18206","0","0","0"
"18210","0","0","0"
"18212","0","0","0"
"18216","0","0","0"
"18220","0","0","0"
"18222","0","0","0"
"18228","0","0","0"
"18234","0","0","0"
"18240","0","0","0"
"18244","0","0","0"
"18246","0","0","0"
"18248","0","0","0"
"18250","0","0","0"
"18252","0","0","0"
"18254","1","1","1"
"18258","0","0","0"
"18260","0","0","0"
"18264","0","0","0"
"18266","0","0","0"
"18274","1","1","1"
"18276","0","0","0"
"18280","0","0","0"
"18288","0","0","0"
"18290","0","0","0"
"18294","0","0","0"
"18298","0","0","0"
"18300","0","0","0"
"18302","0","0","0"
"18304","0","0","0"
"18310","0","0","0"
"18312","0","0","0"
"18320","0","0","0"
"18336","0","0","0"
"18338","0","0","0"
"18340","0","0","0"
"18344","0","0","0"
"18348","0","0","0"
